NDC,Medication_Name,Strength,Form,Route,DEA_Class,Simple_Generic_1,Pharm_Class_1,Thera_Class_1
57664017688,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
57664018788,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
57664022388,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
57664022488,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
57664037088,OXYCODONE 10 MG TABLET,10 mg,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
57664037188,OXYCODONE 20 MG TABLET,20 mg,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
57664037708,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
57664037713,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
57664037718,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
57664041988,ASPIRIN 356.4 MG-CAFFEINE 30 MG-DIHYDROCODEINE 16 MG CAPSULE,356.4-30-16 mg,Capsule,Oral,C-III,aspirin/caffein/dihydrocodeine,"OPIOID ANALGESIC, SALICYLATE, AND XANTHINE COMB.",ANALGESICS
57664046708,MEPERIDINE 50 MG TABLET,50 mg,Tablet,Oral,C-II,meperidine HCl,OPIOID ANALGESICS,ANALGESICS
57664053713,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
57664053718,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
57664053788,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
57881033132,ABSTRAL 100 MCG SUBLINGUAL TABLET,100 mcg,"Tablet, Sublingual",Sublingual,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
57881033232,ABSTRAL 200 MCG SUBLINGUAL TABLET,200 mcg,"Tablet, Sublingual",Sublingual,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
57881033432,ABSTRAL 400 MCG SUBLINGUAL TABLET,400 mcg,"Tablet, Sublingual",Sublingual,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
57881033632,ABSTRAL 600 MCG SUBLINGUAL TABLET,600 mcg,"Tablet, Sublingual",Sublingual,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
57881033832,ABSTRAL 800 MCG SUBLINGUAL TABLET,800 mcg,"Tablet, Sublingual",Sublingual,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
59011010010,"OXYCONTIN 10 MG TABLET,EXTENDED RELEASE",10 mg,Tablet ER 12 hr,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011010510,"OXYCONTIN 40 MG TABLET,EXTENDED RELEASE",40 mg,Tablet ER 12 hr,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011026010,"MS CONTIN 15 MG TABLET,EXTENDED RELEASE",15 mg,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
59011026125,"MS CONTIN 30 MG TABLET,EXTENDED RELEASE",30 mg,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
59011026210,"MS CONTIN 60 MG TABLET,EXTENDED RELEASE",60 mg,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
59011026310,"MS CONTIN 100 MG TABLET,EXTENDED RELEASE",100 mg,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
59011027160,"HYSINGLA ER 20 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",20 mg,"tablet,oral only,ER24 hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
59011027260,"HYSINGLA ER 30 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",30 mg,"tablet,oral only,ER24 hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
59011027360,"HYSINGLA ER 40 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",40 mg,"tablet,oral only,ER24 hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
59011027460,"HYSINGLA ER 60 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",60 mg,"tablet,oral only,ER24 hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
59011027560,"HYSINGLA ER 80 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",80 mg,"tablet,oral only,ER24 hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
59011027660,"HYSINGLA ER 100 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",100 mg,"tablet,oral only,ER24 hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
59011027760,"HYSINGLA ER 120 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",120 mg,"tablet,oral only,ER24 hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
59011041010,"OXYCONTIN 10 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",10 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011041020,"OXYCONTIN 10 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",10 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011041510,"OXYCONTIN 15 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",15 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011041520,"OXYCONTIN 15 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",15 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011042010,"OXYCONTIN 20 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",20 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011042020,"OXYCONTIN 20 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",20 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011043010,"OXYCONTIN 30 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",30 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011043020,"OXYCONTIN 30 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",30 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011044010,"OXYCONTIN 40 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",40 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011044020,"OXYCONTIN 40 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",40 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011044210,DILAUDID (PF) 2 MG/ML INJECTION SOLUTION,2 mg/mL,Solution,Injection,C-II,hydromorphone HCl/PF,OPIOID ANALGESICS,ANALGESICS
59011044225,DILAUDID (PF) 2 MG/ML INJECTION SOLUTION,2 mg/mL,Solution,Injection,C-II,hydromorphone HCl/PF,OPIOID ANALGESICS,ANALGESICS
59011044410,DILAUDID (PF) 4 MG/ML INJECTION SOLUTION,4 mg/mL,Solution,Injection,C-II,hydromorphone HCl/PF,OPIOID ANALGESICS,ANALGESICS
59011044501,DILAUDID-HP (PF) 10 MG/ML INJECTION SOLUTION,10 mg/mL,Solution,Injection,C-II,hydromorphone HCl/PF,OPIOID ANALGESICS,ANALGESICS
59011044505,DILAUDID-HP (PF) 10 MG/ML INJECTION SOLUTION,10 mg/mL,Solution,Injection,C-II,hydromorphone HCl/PF,OPIOID ANALGESICS,ANALGESICS
59011045101,DILAUDID 1 MG/ML ORAL LIQUID,1 mg/mL,Liquid,Oral,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
59011045201,DILAUDID 2 MG TABLET,2 mg,Tablet,Oral,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
59011045210,DILAUDID 2 MG TABLET,2 mg,Tablet,Oral,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
59011045401,DILAUDID 4 MG TABLET,4 mg,Tablet,Oral,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
59011045405,DILAUDID 4 MG TABLET,4 mg,Tablet,Oral,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
59011045410,DILAUDID 4 MG TABLET,4 mg,Tablet,Oral,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
59011045810,DILAUDID 8 MG TABLET,8 mg,Tablet,Oral,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
59011046010,"OXYCONTIN 60 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",60 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011046020,"OXYCONTIN 60 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",60 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011048010,"OXYCONTIN 80 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",80 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011048020,"OXYCONTIN 80 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE",80 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011075004,BUTRANS 5 MCG/HOUR TRANSDERMAL PATCH,5 mcg/hour,Patch Weekly,Transdermal,C-III,buprenorphine,OPIOID ANALGESICS,ANALGESICS
59011075104,BUTRANS 10 MCG/HOUR TRANSDERMAL PATCH,10 mcg/hour,Patch Weekly,Transdermal,C-III,buprenorphine,OPIOID ANALGESICS,ANALGESICS
59011075204,BUTRANS 20 MCG/HOUR TRANSDERMAL PATCH,20 mcg/hour,Patch Weekly,Transdermal,C-III,buprenorphine,OPIOID ANALGESICS,ANALGESICS
59011075704,BUTRANS 7.5 MCG/HOUR TRANSDERMAL PATCH,7.5 mcg/hour,Patch Weekly,Transdermal,C-III,buprenorphine,OPIOID ANALGESICS,ANALGESICS
59011075804,BUTRANS 15 MCG/HOUR TRANSDERMAL PATCH,15 mcg/hour,Patch Weekly,Transdermal,C-III,buprenorphine,OPIOID ANALGESICS,ANALGESICS
59011081510,"OXYCONTIN 15 MG TABLET,EXTENDED RELEASE",15 mg,Tablet ER 12 hr,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59011086010,"OXYCONTIN 60 MG TABLET,EXTENDED RELEASE",60 mg,Tablet ER 12 hr,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
59385002160,BELBUCA 75 MCG BUCCAL FILM,75 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
59385002260,BELBUCA 150 MCG BUCCAL FILM,150 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
59385002360,BELBUCA 300 MCG BUCCAL FILM,300 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
59385002460,BELBUCA 450 MCG BUCCAL FILM,450 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
59385002560,BELBUCA 600 MCG BUCCAL FILM,600 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
60429051601,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
60429051701,OXYCODONE 10 MG TABLET,10 mg,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
60429051901,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
60429052101,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
60429058801,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
60429058805,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
60432024504,ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML ORAL SOLN,120-12 mg/ 5ml,Solution,Oral,C-V,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
60432024516,ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML ORAL SOLN,120-12 mg/ 5ml,Solution,Oral,C-V,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
60432070605,OXYCODONE 5 MG/5 ML ORAL SOLN,5 mg/5 mL,Solution,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
60505017101,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
60505017102,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
60505017108,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
60505081301,BUTORPHANOL TARTRATE 10 MG/ML NASAL SPRAY,10 mg/mL,"Spray, Non-Aerosol",Nasal,C-IV,butorphanol tartrate,OPIOID ANALGESICS,ANALGESICS
60505264401,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
60505264405,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
60505700102,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505700202,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505700302,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505700402,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505700602,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505700702,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505700802,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505700900,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505700902,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505701002,FENTANYL 12 MCG/HR TRANSDERM PATCH,12 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505701102,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505701202,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505701302,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60505701402,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
60793043020,"EMBEDA 20 MG-0.8 MG CAPSULE, EXTEND RELEASE, ORAL ONLY",20-0.8 mg,"capsule,oral only,ER pell",Oral,C-II,morphine sulfate/naltrexone,OPIOID ANALGESICS,ANALGESICS
60793043120,"EMBEDA 30 MG-1.2 MG CAPSULE, EXTEND RELEASE, ORAL ONLY",30-1.2 mg,"capsule,oral only,ER pell",Oral,C-II,morphine sulfate/naltrexone,OPIOID ANALGESICS,ANALGESICS
60793043320,"EMBEDA 50 MG-2 MG CAPSULE, EXTEND RELEASE, ORAL ONLY",50-2 mg,"capsule,oral only,ER pell",Oral,C-II,morphine sulfate/naltrexone,OPIOID ANALGESICS,ANALGESICS
60793043420,"EMBEDA 60 MG-2.4 MG CAPSULE, EXTEND RELEASE, ORAL ONLY",60-2.4 mg,"capsule,oral only,ER pell",Oral,C-II,morphine sulfate/naltrexone,OPIOID ANALGESICS,ANALGESICS
60793043520,"EMBEDA 80 MG-3.2 MG CAPSULE, EXTEND RELEASE, ORAL ONLY",80-3.2 mg,"capsule,oral only,ER pell",Oral,C-II,morphine sulfate/naltrexone,OPIOID ANALGESICS,ANALGESICS
60793043720,"EMBEDA 100 MG-4 MG CAPSULE, EXTEND RELEASE, ORAL ONLY",100-4 mg,"capsule,oral only,ER pell",Oral,C-II,morphine sulfate/naltrexone,OPIOID ANALGESICS,ANALGESICS
60793052601,"OXECTA 7.5 MG TABLET,ORAL ONLY (NOT FOR FEEDING TUBES)",7.5 mg,"tablet, oral only",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
60793060301,"AVINZA 45 MG CAPSULE, EXTENDED RELEASE",45 mg,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60793060401,"AVINZA 75 MG CAPSULE, EXTENDED RELEASE",75 mg,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60793060501,"AVINZA 30 MG CAPSULE, EXTENDED RELEASE",30 mg,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60793060601,"AVINZA 60 MG CAPSULE, EXTENDED RELEASE",60 mg,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60793060701,"AVINZA 90 MG CAPSULE, EXTENDED RELEASE",90 mg,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60793060801,"AVINZA 120 MG CAPSULE, EXTENDED RELEASE",120 mg,"Cap, ER Multiphase 24 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60846090101,REPREXAIN 5 MG-200 MG TABLET,5-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
60846090201,REPREXAIN 10 MG-200 MG TABLET,10-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
60951031070,ENDODAN 4.8355 MG-325 MG TABLET,4.8355-325 mg,Tablet,Oral,C-II,oxycodone HCl/aspirin,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,ANALGESICS
60951060270,ENDOCET 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
60951060285,ENDOCET 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
60951065270,"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",15 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60951065370,"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",30 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60951065570,"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",60 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60951065870,"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",100 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60951065970,"MORPHINE ER 200 MG TABLET,EXTENDED RELEASE",200 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
60951070070,ENDOCET 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
60951070170,ENDOCET 2.5 MG-325 MG TABLET,2.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
60951071270,ENDOCET 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
60951079470,OXYMORPHONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
60951079570,OXYMORPHONE 10 MG TABLET,10 MG,Tablet,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
60951079670,ENDOCET 7.5 MG-500 MG TABLET,7.5-500 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
60951079770,ENDOCET 10 MG-650 MG TABLET,10-650 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
61553016644,HYDROMORPHONE 30 MG/30 ML (1 MG/ML) IN 0.9 % NACL IV PCA SYRINGE,30 mg/30 mL (1 mg/mL),Pt Controlled Analgesia Syring,IntraVENous,C-II,hydromorphone HCl in 0.9% NaCl,OPIOID ANALGESICS,ANALGESICS
61553065644,MORPHINE 150 MG/30 ML PCA SYRINGE,5 mg/mL,Pt Controlled Analgesia Syring,IntraVENous,C-II,morphine sulfate in 0.9 % NaCl,OPIOID ANALGESICS,ANALGESICS
61553067244,"FENTANYL (PF) 1,500 MCG/30 ML (50 MCG/ML) INTRAVENOUS PCA SYRINGE","1,500 mcg/30 mL (50 mcg/mL)",Pt Controlled Analgesia Syring,IntraVENous,C-II,fentanyl citrate/PF,OPIOID ANALGESICS,ANALGESICS
62037052401,HYDROCODONE 7.5 MG-IBUPROFEN 200 MG TABLET,7.5-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
62037052405,HYDROCODONE 7.5 MG-IBUPROFEN 200 MG TABLET,7.5-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
62559015116,OXYCODONE 5 MG/5 ML ORAL SOLN,5 mg/5 mL,Solution,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
62559016701,OXYCODONE 5 MG CAPSULE,5 mg,Capsule,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
62584055901,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
62584073801,HYDROCODONE 5 MG-ACETAMINOPHEN 500 MG TABLET,5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63304040101,"OXYCODONE ER 20 MG TABLET,EXTENDED RELEASE,12 HR",20 MG,Tablet ER 12 hr,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
63304045001,"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",15 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
63304045101,"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",30 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
63304045201,"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",100 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
63304045301,"MORPHINE ER 200 MG TABLET,EXTENDED RELEASE",200 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
63304056101,ACETAMINOPHEN 300 MG-CODEINE 60 MG TABLET,300-60 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63304056210,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63304068301,"OXYCODONE ER 40 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",40 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
63304068401,"OXYCODONE ER 80 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",80 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
63304075801,"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",60 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
